city,state_name,lat,lng,population,density
Lindsay,Nebraska,41.6991,-97.6939,298,232.9
Malden,West Virginia,38.3008,-81.558,298,336.4
Shaft,Maryland,39.6265,-78.9384,298,146.3
Richvale,California,39.4937,-121.7508,298,124.1
Biggsville,Illinois,40.8536,-90.8621,298,268.1
Arpin,Wisconsin,44.5394,-90.0315,298,140
Dodgeville,Michigan,47.0909,-88.5828,298,213
Matagorda,Texas,28.697,-95.9668,298,62.4
Banks,Alabama,31.8132,-85.8364,298,57.9
Millbrook,Illinois,41.6071,-88.5454,298,62.3
Young America,Indiana,40.5686,-86.3467,298,153.1
Grammer,Indiana,39.1528,-85.725,298,75.2
Imbler,Oregon,45.4621,-117.9632,298,375.8
Sandia,Texas,28.0198,-97.8704,298,119.1
Coinjock,North Carolina,36.3513,-75.9526,298,137
Avondale,Colorado,38.2351,-104.3482,298,183.2
Otter Lake,Indiana,41.6368,-85.1681,297,229.3
Lowrey,Oklahoma,36.0974,-94.9291,297,7.3
Mallard Bay,Oklahoma,35.8623,-95.2638,297,54.3
Oslo,Minnesota,48.1954,-97.1321,297,333.7
Berrysburg,Pennsylvania,40.6029,-76.8101,297,189.2
Lockhart,Alabama,31.0128,-86.3505,297,105.4
Quechee,Vermont,43.6445,-72.4184,297,61.9
Randlett,Oklahoma,34.1773,-98.4639,297,182.8
East Dorset,Vermont,43.245,-73.0069,297,51.6
Clifford,Michigan,43.3148,-83.1793,297,76
Braden,Tennessee,35.3685,-89.5718,297,31.2
Thompson,Pennsylvania,41.8636,-75.5141,297,223.9
Gateway,Arkansas,36.4854,-93.9365,297,17.5
Springfield Center,New York,42.8357,-74.8721,297,23.8
Buckatunna,Mississippi,31.5424,-88.5292,297,18.5
Stoutland,Missouri,37.8136,-92.5142,297,189.8
Jamestown,Missouri,38.7667,-92.4802,297,114.7
Elmer City,Washington,47.9999,-118.954,297,263.1
Port Hope,Michigan,43.9394,-82.7153,297,113.4
Humbird,Wisconsin,44.5295,-90.8862,297,101.2
Atalissa,Iowa,41.5715,-91.1664,297,247.2
Irwin,Iowa,41.7901,-95.2068,297,195.6
Hydaburg,Alaska,55.2061,-132.8208,297,352.4
Lakewood,Wisconsin,45.3006,-88.5145,297,41.5
Prairie Creek,Indiana,39.275,-87.4972,297,63.8
Sarah Ann,West Virginia,37.7086,-81.988,297,62.8
Comfrey,Minnesota,44.1111,-94.9029,297,267.9
Chestnut,Illinois,40.0537,-89.1871,297,343
Edroy,Texas,27.9609,-97.6754,297,51.9
Hancocks Bridge,New Jersey,39.5051,-75.4605,296,353.6
Lambs Grove,Iowa,41.7007,-93.0793,296,268.3
Newsoms,Virginia,36.6262,-77.1248,296,228.7
Jewett,Illinois,39.2077,-88.2431,296,113.7
Kincaid,West Virginia,38.0382,-81.2759,296,132.8
Denning,Arkansas,35.4252,-93.7568,296,106.1
East Globe,Arizona,33.3511,-110.7061,296,33.8
Haring,Michigan,44.2819,-85.4007,296,49.4
Berkey,Ohio,41.7085,-83.8383,296,27
Newhope,Arkansas,34.2276,-93.8753,296,37.7
Hermosa,South Dakota,43.8399,-103.193,296,132.2
Notchietown,Oklahoma,35.5857,-95.0901,296,14.6
South Mountain,Texas,31.4398,-97.6793,295,70.6
Guide Rock,Nebraska,40.0737,-98.3288,295,227.4
Shawnee,Ohio,39.6063,-82.2046,295,50.7
Reevesville,South Carolina,33.2021,-80.6456,295,70.8
Garfield,Minnesota,45.9388,-95.4945,295,141.5
Andersonville,Georgia,32.1965,-84.1454,295,82.6
Medora,Illinois,39.1765,-90.1414,295,125
Lost Bridge Village,Arkansas,36.3899,-93.9156,295,35.2
Arthur,Iowa,42.3354,-95.3468,295,289.6
Summer Shade,Kentucky,36.8837,-85.7098,295,56
North Sultan,Washington,47.8829,-121.8253,295,202.2
Staplehurst,Nebraska,40.9747,-97.1732,295,164.4
Pakala Village,Hawaii,21.9445,-159.6436,295,47.5
Timber Hills,Pennsylvania,40.2457,-76.4838,295,170.5
Ulster,Pennsylvania,41.8473,-76.5065,294,148.6
Clam Gulch,Alaska,60.2,-151.3939,294,8.5
West Liberty,Pennsylvania,41.0079,-80.0573,294,29.6
Toone,Tennessee,35.3565,-88.9542,294,108.4
Grosse Tete,Louisiana,30.4148,-91.4395,294,77.4
Roscoe,South Dakota,45.4501,-99.3367,294,367.9
Covington,Texas,32.1784,-97.2603,294,138.2
Andersonville,Tennessee,36.197,-84.033,294,70.1
Goltry,Oklahoma,36.5319,-98.151,294,89.4
Ridgeville Corners,Ohio,41.4388,-84.2554,294,124.1
Keokee,Virginia,36.8622,-82.9161,294,24.1
Marshall,Oklahoma,36.1502,-97.6234,294,178.6
Mapleton,Illinois,40.5731,-89.7248,294,128.2
Koosharem,Utah,38.5134,-111.8819,294,136
Beaux Arts Village,Washington,47.5853,-122.205,294,1465.6
Ukiah,Oregon,45.1344,-118.9331,294,148.9
Albright,West Virginia,39.4937,-79.6399,294,305.4
Kimballton,Iowa,41.6272,-95.0747,294,149
Bloomfield,California,38.3183,-122.8502,294,13.9
South Mills,North Carolina,36.4379,-76.3308,294,63.4
Rollinsville,Colorado,39.9232,-105.5136,294,80.4
Coulter,Pennsylvania,40.3006,-79.7973,293,176
Leona,Texas,31.1537,-95.976,293,50.9
Walton,Kansas,38.1187,-97.2582,293,230.5
Garden City,Colorado,40.3948,-104.6893,293,622.1
Saratoga,Indiana,40.2368,-84.9159,293,133.5
Gumbranch,Georgia,31.8367,-81.6838,293,140.2
Fenton,Iowa,43.2184,-94.4279,293,105.5
Westwood,Missouri,38.6435,-90.4335,293,179.9
Pawnee Rock,Kansas,38.2649,-98.9823,293,108
Shaktoolik,Alaska,64.3568,-161.1973,293,106
Quitman,Louisiana,32.3507,-92.7236,293,121.2
Perrytown,Arkansas,33.6973,-93.534,293,81.1
Carbon,Indiana,39.5991,-87.1077,293,195
Windsor,Florida,27.7869,-80.4141,293,129.4
Pecan Gap,Texas,33.4382,-95.8519,293,180.4
Gilchrist,Oregon,43.477,-121.69,293,107.7
Patterson,Iowa,41.3484,-93.8776,293,250.8
New Suffolk,New York,40.9961,-72.4767,293,203.3
Ballantine,Montana,45.9511,-108.1428,293,124.3
Nelsonia,Virginia,37.8224,-75.5896,293,64.9
Seaview,Hawaii,19.4067,-154.9214,293,172
Hallam,Nebraska,40.5364,-96.7869,292,343.7
Powers Lake,North Dakota,48.564,-102.6457,292,81.1
Anamoose,North Dakota,47.8828,-100.242,292,180.9
Merom,Indiana,39.0559,-87.5672,292,138.8
Klein,Montana,46.3983,-108.5525,292,8.8
New Munster,Wisconsin,42.5758,-88.2311,292,95.6
East Cape Girardeau,Illinois,37.2957,-89.4869,292,57.5
Beulah,Mississippi,33.7905,-90.9802,292,243.4
Henrieville,Utah,37.5638,-112.002,292,84.5
Wynona,Oklahoma,36.5458,-96.3264,292,205.3
Villa Quintero,Puerto Rico,18.4255,-66.235,292,1600
Maunaloa,Hawaii,21.1334,-157.2123,292,153.1
Garrison,Iowa,42.1452,-92.1441,292,331.2
Glacier,Washington,48.8908,-121.9351,292,67.4
Catherine,Colorado,39.4017,-107.133,292,131.3
Hartz Lake,Indiana,41.1762,-86.4942,291,266.8
Rebecca,Georgia,31.8072,-83.4876,291,143
Danbury,Iowa,42.2364,-95.7216,291,277.1
Kendleton,Texas,29.4469,-96.0012,291,102.2
Milledgeville,Tennessee,35.3776,-88.366,291,69.9
Luana,Iowa,43.0594,-91.4557,291,102
Tyonek,Alaska,61.0734,-151.333,291,1.7
Progreso Lakes,Texas,26.0712,-97.9587,291,53.6
Chance,Oklahoma,36.0607,-94.6478,291,17.7
Wilmot,Ohio,40.6555,-81.6347,291,314.4
Riverdale,Nebraska,40.7839,-99.1604,291,275.4
Enemy Swim,South Dakota,45.4319,-97.2868,291,120.2
Montrose,Georgia,32.5595,-83.1535,291,69.6
Capulin,Colorado,37.2819,-106.105,291,118.6
Pierson,Iowa,42.5437,-95.8667,291,236.5
Colton,Washington,46.5675,-117.1284,291,182.2
Cumberland,Virginia,37.4914,-78.2577,291,27
Camp Sherman,Oregon,44.4493,-121.6496,291,35.7
Mulat,Florida,30.5595,-87.1297,291,71.4
Nettie,West Virginia,38.2183,-80.6889,291,35.7
Moshannon,Pennsylvania,41.0345,-78.0066,291,164.9
Colerain,North Carolina,36.2013,-76.7661,291,58
Elyria,Kansas,38.2896,-97.6339,291,23.5
Mill Creek,Pennsylvania,40.4373,-77.9307,290,303.6
Salt Lick,Kentucky,38.1194,-83.6156,290,143.3
Turon,Kansas,37.8075,-98.4278,290,251.6
Buffalo,Kansas,37.709,-95.697,290,162.6
Genoa,Wisconsin,43.5732,-91.2262,290,182.9
Wachapreague,Virginia,37.6063,-75.6897,290,182.6
Orestes,Indiana,40.271,-85.7247,290,239.1
Coalmont,Indiana,39.1932,-87.2265,290,74.6
Langlois,Oregon,42.9259,-124.4532,290,78.5
Mekoryuk,Alaska,60.3704,-166.267,290,15.8
Vinton,Ohio,38.9776,-82.3374,290,95.1
Patricksburg,Indiana,39.3156,-86.9592,290,226.8
Wakita,Oklahoma,36.8819,-97.9241,290,221.3
Davis,North Carolina,34.7996,-76.4641,290,51.3
Hunterstown,Pennsylvania,39.8825,-77.1568,290,64.9
Lincoln,Vermont,44.1028,-72.9937,290,47.4
Montpelier,Louisiana,30.6823,-90.6545,289,59.8
Michiana,Michigan,41.7637,-86.8113,289,240.7
Franklin,Pennsylvania,40.3418,-78.8841,289,186.8
Mountain Dale,New York,41.6936,-74.5218,289,19.3
Acacia Villas,Florida,26.6457,-80.1104,289,2257.1
Custer,Michigan,43.9511,-86.2196,289,104.8
Loda,Illinois,40.516,-88.0756,289,76.1
Storden,Minnesota,44.0396,-95.3193,289,245.6
Wheatland,Missouri,37.9404,-93.3993,289,94.7
Carroll,Nebraska,42.2758,-97.1908,289,112.4
White City,Illinois,39.0716,-89.7637,289,92
Bedford,Kentucky,38.5954,-85.3174,289,432.4
Bowling Green,Indiana,39.3831,-87.0117,289,224.6
Nixon,Tennessee,35.1148,-88.2583,289,63.2
Florence,South Dakota,45.0548,-97.3263,289,161
Plumwood,Ohio,40.0088,-83.4147,289,179.5
Le Raysville,Pennsylvania,41.8381,-76.1776,288,106.7
Castleberry,Alabama,31.3001,-87.0269,288,65
Diamond Beach,New Jersey,38.9595,-74.8531,288,459.3
Ironton,Wisconsin,43.5453,-90.1436,288,149.2
Parmele,North Carolina,35.8181,-77.3143,288,96
McEwensville,Pennsylvania,41.0723,-76.8188,288,388.4
Walstonburg,North Carolina,35.5961,-77.6981,288,273.3
Pilger,Nebraska,42.0078,-97.0546,288,261.8
Ridgeland,Wisconsin,45.2025,-91.8965,288,241.8
Metaline Falls,Washington,48.8615,-117.3718,288,447.5
Broadlands,Illinois,39.9087,-87.9971,288,240.3
Point Lay,Alaska,69.7443,-162.8678,288,3.9
Hanley Falls,Minnesota,44.6918,-95.6195,288,240.5
Gold Hill,Colorado,40.0597,-105.4189,288,53.6
Yuma Proving Ground,Arizona,32.8652,-114.4369,288,82.7
Fairview,Kansas,39.8397,-95.7282,287,170
Buckingham,Illinois,41.0467,-88.1749,287,308
Bonnieville,Kentucky,37.3774,-85.9015,287,192.8
Litchfield,Nebraska,41.1562,-99.1531,287,230.9
Ambrose,Georgia,31.5945,-83.0137,287,36.3
Negley,Ohio,40.7927,-80.536,287,123.6
Gackle,North Dakota,46.6264,-99.1412,287,206
Weston,Nebraska,41.1931,-96.7422,287,184.1
Backus,Minnesota,46.8207,-94.5148,287,178.8
Selden,Kansas,39.5414,-100.5671,287,140.4
Canby,California,41.4477,-120.8843,287,48.2
Cheshire,Oregon,44.1901,-123.2834,287,235.7
Castella,California,41.1549,-122.3032,287,99
Elbing,Kansas,38.0534,-97.1283,287,374.8
Brule,Nebraska,41.0947,-101.8882,287,422.8
Malone,Texas,31.9171,-96.8948,287,242.7
Dowell,Illinois,37.9396,-89.2391,287,284.1
Bay View Gardens,Illinois,40.8102,-89.5272,287,194.7
Eden,Wyoming,42.0601,-109.4392,287,8.2
Tremont City,Ohio,40.0147,-83.8386,286,399.8
Raiford,Florida,30.0638,-82.2391,286,202.5
Lueders,Texas,32.8004,-99.6232,286,187.3
Iola,Texas,30.7719,-96.0771,286,107.1
Longton,Kansas,37.3779,-96.0821,286,94
Toccopola,Mississippi,34.2561,-89.2211,286,13.1
Rose Hill,Iowa,41.3203,-92.4637,286,219.3
Kingston,Missouri,39.6425,-94.0384,286,212.8
Trumbull,Nebraska,40.6801,-98.2734,286,256
Secor,Illinois,40.7418,-89.135,286,326.7
Liberty,Pennsylvania,41.5585,-77.1054,286,231.8
Wales,Alaska,65.6119,-168.0773,286,49.3
Ewen,Michigan,46.5331,-89.2852,286,131
Athens,Louisiana,32.658,-93.0277,286,31.5
Merino,Colorado,40.4835,-103.3535,286,426.9
Fries,Virginia,36.714,-80.9752,286,173.1
Railroad,Pennsylvania,39.7596,-76.6961,286,173
Hood,California,38.3693,-121.5155,286,233.7
Easton,Illinois,40.2321,-89.8415,286,135.9
Oaks,Oklahoma,36.1698,-94.8529,286,128.8
Dyess,Arkansas,35.5893,-90.2133,286,114.9
Tynan,Texas,28.1708,-97.7492,286,31.9
Auburn,Wyoming,42.7969,-111.0216,286,30.2
Upper Red Hook,New York,42.0262,-73.8456,285,141.6
Whatley,Alabama,31.6463,-87.7108,285,85.2
Skillman,New Jersey,40.4247,-74.714,285,75
Posen,Michigan,45.2622,-83.6989,285,110.2
Cedar Hill Lakes,Missouri,38.33,-90.6577,285,276.6
Delmont,New Jersey,39.2152,-74.9494,285,102
Coffee Creek,California,41.0802,-122.7136,285,9.6
Oakdale,Wisconsin,43.9622,-90.3791,285,148.6
Bordelonville,Louisiana,31.1012,-91.9005,285,25.3
Monterey,Louisiana,31.4436,-91.7191,285,38.8
Tullos,Louisiana,31.8188,-92.3293,285,69.5
Hemlock,Ohio,39.5905,-82.1545,285,167.9
Carbon,Texas,32.2684,-98.8272,285,107.4
Rhodes,Iowa,41.9278,-93.1837,285,108.5
St. Hilaire,Minnesota,48.0135,-96.2137,285,140.7
Potter,Nebraska,41.2244,-103.1905,285,76.4
Clipper Mills,California,39.5325,-121.1665,285,63.3
Milburn,Oklahoma,34.24,-96.552,285,234.5
Goshen,Virginia,37.9901,-79.5067,285,63.7
Bullhead,South Dakota,45.7693,-101.0809,285,36.5
Adams Lake,Indiana,41.5536,-85.3302,284,265.1
Stroh,Indiana,41.5814,-85.1994,284,213.3
Milligan,Nebraska,40.5001,-97.3882,284,262.4
Blain,Pennsylvania,40.3365,-77.5124,284,356.8
Dixie Inn,Louisiana,32.5968,-93.3317,284,226
Acme,Washington,48.7158,-122.2077,284,73.1
Vicco,Kentucky,37.2161,-83.0609,284,130.4
Oswego,Indiana,41.3203,-85.7872,284,234.5
Hortonville,New York,41.7662,-75.0222,284,145.1
Nulato,Alaska,64.7052,-158.2382,284,2.7
Ward,South Carolina,33.8573,-81.7313,284,141.4
Pavillion,Wyoming,43.244,-108.689,284,212.5
Max,North Dakota,47.8204,-101.2911,284,140.7
Standard,Illinois,41.2558,-89.1818,284,154.1
Eitzen,Minnesota,43.508,-91.4636,284,179.9
Boneau,Montana,48.2926,-109.8632,284,46.2
Cofield,North Carolina,36.3567,-76.9106,284,34.9
Winslow,Arkansas,35.8008,-94.1304,284,60.2
Bendon,Michigan,44.637,-85.8378,284,54.7
Helena,Ohio,41.3403,-83.2921,284,117.9
Ellsworth,Michigan,45.1665,-85.2435,284,146.7
Di Giorgio,California,35.2491,-118.8442,284,391.8
Barrville,Pennsylvania,40.6664,-77.6831,284,155.7
Tenkiller,Oklahoma,35.7935,-94.8537,284,7
Mehoopany,Pennsylvania,41.568,-76.0616,283,107.7
Diamondhead Lake,Iowa,41.5507,-94.258,283,112.3
Mount Pleasant,Ohio,40.176,-80.7995,283,215.5
Callisburg,Texas,33.6987,-97.0159,283,53.4
Coffee City,Texas,32.1383,-95.4871,283,56.5
Red Cliff,Colorado,39.5092,-106.3699,283,384.7
Atlantic Beach,South Carolina,33.8035,-78.7177,283,1295.1
Beverly,Washington,46.8348,-119.9301,283,222.9
Kingston,Wisconsin,43.6935,-89.1304,283,83.7
Panama,Iowa,41.7261,-95.4754,283,112.3
Oakdale,Illinois,38.2648,-89.5035,283,69.1
Lupton,Michigan,44.4297,-84.0225,283,33.8
Elderton,Pennsylvania,40.6945,-79.3421,283,318.8
Elizabethtown,Indiana,39.1351,-85.8125,283,650.3
Shiloh,New Jersey,39.4595,-75.297,283,90.8
Lead Hill,Arkansas,36.4137,-92.9067,283,189
Siloam,Georgia,33.5367,-83.0812,283,90
Longstreet,Louisiana,32.0976,-93.9505,283,53.3
Newport,Indiana,39.884,-87.4072,283,125.4
Snelling,South Carolina,33.2416,-81.4622,283,27.1
Bruce,South Dakota,44.4378,-96.8906,283,208.8
Hop Bottom,Pennsylvania,41.7053,-75.7674,283,180.4
Buford,South Carolina,34.748,-80.6285,283,47.9
Carrizo,Arizona,33.9866,-110.3314,283,12.1
Eskdale,West Virginia,38.0909,-81.4471,283,99.4
Sipsey,Alabama,33.8225,-87.0835,283,227.4
Walkerville,Michigan,43.7143,-86.1259,283,87.9
Newburg,Pennsylvania,40.5214,-78.4217,283,705.9
Davy,West Virginia,37.4759,-81.6475,282,85.5
Sagaponack,New York,40.9302,-72.2726,282,24.7
Grand Detour,Illinois,41.9011,-89.4137,282,93.1
Waldo,Alabama,33.3892,-86.036,282,38.7
Buffalo,South Dakota,45.5863,-103.5434,282,196.7
Savannah,Ohio,40.9666,-82.3661,282,194.3
Danville,Maryland,39.5125,-78.9184,282,95.3
Switz City,Indiana,39.0348,-87.054,281,322.2
Elk City,Kansas,37.2896,-95.9099,281,261.8
Union,Washington,47.3475,-123.0951,281,66.8
Sandy Creek,North Carolina,34.2799,-78.1531,281,75.5
Oak Island,Texas,29.6628,-94.6883,281,90.3
Bee,Nebraska,41.0064,-97.0583,281,148.8
Stanley,Idaho,44.2154,-114.9364,281,200
Mulhall,Oklahoma,36.0913,-97.361,281,133.4
Jackson,Nebraska,42.4507,-96.5787,281,240.9
Middle River,Minnesota,48.4349,-96.1617,281,218.2
Agricola,Mississippi,30.812,-88.5224,281,72.5
Georgetown,Mississippi,31.8698,-90.1648,281,161.3
Cuylerville,New York,42.7778,-77.8737,281,257.4
Hartsville,Indiana,39.2669,-85.6991,281,276.9
Neilton,Washington,47.4031,-123.8782,281,11.2
Fayetteville,Ohio,39.1854,-83.9319,281,229.6
Menifee,Arkansas,35.1493,-92.5544,281,47.9
North Robinson,Ohio,40.7924,-82.8568,281,191.1
Oil Trough,Arkansas,35.6292,-91.4612,281,391.8
Hepzibah,West Virginia,39.3309,-80.3341,281,117.6
Pleasant View,Kentucky,36.6782,-84.1284,281,137.4
Edenborn,Pennsylvania,39.8821,-79.8877,281,280.4
Forest,Indiana,40.3736,-86.3328,281,244
Forestville,Pennsylvania,41.1046,-80.0042,280,114.6
Jenera,Ohio,40.8995,-83.727,280,121.3
Catawba,Ohio,39.9996,-83.6219,280,160.6
Boykin,Alabama,32.0696,-87.2915,280,38.7
Eureka,Texas,32.012,-96.2856,280,45.2
Spangle,Washington,47.4299,-117.3812,280,413.2
Plevna,Montana,46.4184,-104.5186,280,183.4
Bakerhill,Alabama,31.7769,-85.2955,280,39.3
Georgetown,Louisiana,31.7597,-92.3821,280,83.2
Ben Lomond,Arkansas,33.8335,-94.1177,280,27.6
Baileys Harbor,Wisconsin,45.0659,-87.133,280,64.1
Jefferson,Pennsylvania,39.9304,-80.0577,280,313.2
Coalton,Illinois,39.2848,-89.303,280,182.4
Rentz,Georgia,32.3835,-82.9917,280,103
Chilhowee,Missouri,38.5885,-93.8559,280,320.7
El Adobe,California,35.2451,-118.9589,280,107.9
Macks Creek,Missouri,37.9639,-92.9682,280,56
Barnum,Iowa,42.5062,-94.3657,279,173.3
Channing,Texas,35.6819,-102.3322,279,108.6
Crumpler,West Virginia,37.4262,-81.3313,279,71.8
Chain of Rocks,Missouri,38.9155,-90.802,279,131.1
Cloverland,Indiana,39.5014,-87.2314,279,182.7
Arriba,Colorado,39.2843,-103.274,279,215.9
Salisbury Mills,New York,41.4308,-74.1098,279,216
Babb,Montana,48.8777,-113.4408,279,11.4
North Miami,Oklahoma,36.9202,-94.8797,279,338.4
Nageezi,New Mexico,36.2488,-107.7471,279,7.6
Gasconade,Missouri,38.6703,-91.56,279,244.8
Brainard,Nebraska,41.1821,-97.0024,279,237.7
Copemish,Michigan,44.4804,-85.9242,279,115.4
Norway,South Carolina,33.4503,-81.1266,279,136
Blairsville,Illinois,37.8107,-89.1239,279,106.7
Fairhaven,Minnesota,45.3231,-94.204,279,56.5
Birch Hill,Wisconsin,46.5209,-90.5555,279,173.9
Pablo Pena,Texas,26.3037,-98.6405,279,1522.2
Duane Lake,New York,42.7526,-74.1088,279,44.9
Sacate Village,Arizona,33.1416,-111.9811,279,36.3
Elim,Alaska,64.6186,-162.2763,278,40.8
Richville,New York,44.4151,-75.3924,278,145.4
Tharptown,Pennsylvania,40.8028,-76.572,278,575
Nichols,Wisconsin,44.5672,-88.4678,278,121.3
Crook City,South Dakota,44.4381,-103.6434,278,118.3
La Barge,Wyoming,42.2605,-110.1971,278,113.9
Unionville Center,Ohio,40.1367,-83.3416,278,404.1
Rutledge,Minnesota,46.257,-92.8696,278,36.4
Leroy,Indiana,41.36,-87.272,278,105.4
Fowlerville,New York,42.894,-77.8479,278,119.1
Eastville,Virginia,37.3511,-75.9417,278,136.5
Homewood at Martinsburg,Pennsylvania,40.3044,-78.3323,278,1088.7
Carrsville,Virginia,36.7088,-76.837,278,33.5
Elco,Pennsylvania,40.0812,-79.8813,278,168.9
Palominas,Arizona,31.3839,-110.1212,278,55.1
Dungannon,Virginia,36.8285,-82.4681,278,314.3
Truchas,New Mexico,36.0338,-105.8095,278,15.5
Acampo,California,38.1735,-121.2797,278,114.5
Knollcrest,Connecticut,41.5012,-73.4669,277,351.3
Twin Groves,Arkansas,35.3187,-92.4253,277,23.2
Granville,North Dakota,48.2663,-100.8449,277,202.6
Anaktuvuk Pass,Alaska,68.15,-151.7162,277,20.7
Lac La Belle,Wisconsin,43.1432,-88.53,277,96.6
Crosby,Mississippi,31.2791,-91.063,277,50.5
Golden,Missouri,36.5266,-93.6637,277,20.1
Roseland,Nebraska,40.4697,-98.5587,277,158.1
Hoople,North Dakota,48.5358,-97.6389,277,197.7
Dripping Springs,Arizona,33.1049,-110.7551,277,15.9
Westville,Florida,30.7697,-85.8465,277,14.8
Lake Angelus,Michigan,42.6921,-83.3216,277,108.6
Callaghan,Virginia,37.8112,-80.0871,277,70.6
White Shield,North Dakota,47.6601,-101.8436,277,28.2
Peacham,Vermont,44.3296,-72.1725,277,69.4
Geneva,Indiana,39.3912,-85.7175,276,73.5
Alpine Northwest,Wyoming,43.1817,-111.0347,276,89.9
Pukwana,South Dakota,43.7792,-99.1843,276,139
Stovall,North Carolina,36.4476,-78.5689,276,83.4
Fairfield,North Carolina,35.5471,-76.2261,276,15.1
Cunningham,Kentucky,36.9081,-88.8869,276,101.6
Mitiwanga,Ohio,41.3813,-82.466,276,252.1
Coaldale,Colorado,38.3558,-105.8131,276,3.4
Allen,Kansas,38.655,-96.1697,276,193.8
Welch,Texas,32.9306,-102.1256,276,73
Alonzaville,Virginia,38.9287,-78.5464,276,120.9
Kanauga,Ohio,38.8411,-82.1495,276,235.5
Dakota,Minnesota,43.9106,-91.3605,276,192.4
Thor,Iowa,42.6881,-94.0496,276,107.1
Camargito,Texas,26.3451,-98.7387,276,529.3
Iliff,Colorado,40.7592,-103.0661,276,198.9
Imperial,Texas,31.2668,-102.6947,276,25.2
Hanover,New Mexico,32.8149,-108.0897,276,76.3
Montrose,Illinois,39.166,-88.3781,276,167.3
Omaha,Illinois,37.8901,-88.3053,276,143.1
Bessie,Oklahoma,35.3854,-98.9892,275,205
Burleigh,New Jersey,39.049,-74.8465,275,69.7
Soham,New Mexico,35.4168,-105.4985,275,68.6
Alsace Manor,Pennsylvania,40.3973,-75.8548,275,489.5
Pottawattamie Park,Indiana,41.7233,-86.8671,275,368.8
Tehuacana,Texas,31.7411,-96.5436,275,67.3
Prescott,Kansas,38.063,-94.6929,275,326
Leesburg,New Jersey,39.2593,-74.9849,275,60.3
Indiahoma,Oklahoma,34.6197,-98.7522,275,386.1
Tonalea,Arizona,36.3218,-110.9667,275,10.7
New Munich,Minnesota,45.6309,-94.7525,275,199.4
Tarsney Lakes,Missouri,38.9506,-94.205,275,138.1
Durbin,West Virginia,38.5471,-79.8278,275,177
Menominee,Illinois,42.4747,-90.5429,275,55.5
Parkdale,Oregon,45.5131,-121.5921,275,169.6
Pine Point,Minnesota,46.9889,-95.3883,275,29.5
Toaville,Puerto Rico,18.4438,-66.2431,275,409.7
Wells Bridge,New York,42.3712,-75.2432,275,117.4
Stout,Iowa,42.527,-92.7115,274,186.9
Vergennes,Illinois,37.9012,-89.3398,274,331.5
Crandall,Indiana,38.2883,-86.0659,274,218.2
Lodoga,California,39.3041,-122.5058,274,31.2
Glenford,Ohio,39.8863,-82.3201,274,251.1
Wolbach,Nebraska,41.4013,-98.394,274,154.2
St. Regis Falls,New York,44.6764,-74.5309,274,81.9
Bradshaw,West Virginia,37.3534,-81.8012,274,136.7
St. Maurice,Louisiana,31.7613,-92.9389,274,15.9
Cleghorn,Iowa,42.8124,-95.7127,274,268.3
Louviers,Colorado,39.4799,-105.0033,274,66.9
Augusta,Missouri,38.5695,-90.8812,274,119
Chester,Nebraska,40.0101,-97.6181,274,180.7
Glenbrook,Nevada,39.0986,-119.9341,274,27.9
Neskowin,Oregon,45.1208,-123.9766,274,76.1
Edmore,North Dakota,48.4124,-98.4536,274,255.5
Rocky Ridge,Ohio,41.531,-83.2126,274,105.6
Bentonia,Mississippi,32.6437,-90.3692,274,74.3
Spring Lake,Florida,28.4952,-82.3017,274,31.8
Repton,Alabama,31.4096,-87.2394,274,110.5
Lenapah,Oklahoma,36.8514,-95.6357,274,257
Olsburg,Kansas,39.432,-96.6158,274,231.5
Pollock,South Dakota,45.9005,-100.2885,274,226.7
Darrouzett,Texas,36.4447,-100.3258,274,208.1
Becenti,New Mexico,35.8123,-108.1708,274,112.8
Glenmont,Ohio,40.519,-82.0925,273,333.6
St. Marks,Florida,30.1656,-84.2078,273,53.8
Tallulah Falls,Georgia,34.7263,-83.3826,273,12.8
Wilton,Arkansas,33.7388,-94.148,273,82.4
Amherst,Nebraska,40.8383,-99.2696,273,352.6
Akiak,Alaska,60.9061,-161.2122,273,49.1
North Clarendon,Vermont,43.5722,-72.9667,273,79
Moscow,Maryland,39.5393,-79.0082,273,94.5
Bluejacket,Oklahoma,36.8003,-95.074,273,242.3
Russellville,South Carolina,33.397,-79.9637,273,28.1
Deer Creek,Minnesota,46.3909,-95.3217,273,26.3
Clear Creek,California,40.3023,-121.0531,273,93
Patterson,Arkansas,35.259,-91.235,273,93.2
Riverland,Minnesota,47.3228,-95.9512,273,315.8
New Columbus,Pennsylvania,41.1732,-76.2868,273,34
Nordic,Wyoming,43.0793,-110.9913,273,20.9
Universal,Indiana,39.6226,-87.4554,273,378.2
Bennett,North Carolina,35.5664,-79.54,273,33
Manor Creek,Kentucky,38.2981,-85.5873,273,1384.9
Creola,Louisiana,31.43,-92.4829,273,256.9
Harpster,Ohio,40.7384,-83.2502,273,53.5
Central,Arizona,32.8692,-109.7908,273,62.9
Bowers,Delaware,39.0602,-75.402,273,306.8
Newtonia,Missouri,36.8794,-94.1836,273,101.6
Gallina,New Mexico,36.2295,-106.8205,273,16.7
Snover,Michigan,43.4564,-82.9684,273,30.9
Watersmeet,Michigan,46.2872,-89.1937,273,11.5
Wedgewood,Michigan,44.1937,-85.4902,273,169.1
